document,topic,gamma
"Jenna Nobles, Elizabeth Frankenberg, Duncan Thomas; The Effects of Mortality on Fertility: Population Dynamics After a Natural Disaster. Demography 1 February 2015; 52 (1): 15–38. doi: https://doi.org/10.1007/s13524-014-0362-1",2,1.327372513835418e-5
Jenna Nobles; Migration and Father Absence: Shifting Family Structure in Mexico. Demography 1 August 2013; 50 (4): 1303–1314. doi: https://doi.org/10.1007/s13524-012-0187-8,2,2.6576324766377458e-5
"Jennie E. Brand, Dwight Davis; The Impact of College Education on Fertility: Evidence for Heterogeneous Effects. Demography 1 August 2011; 48 (3): 863–887. doi: https://doi.org/10.1007/s13524-011-0034-3",2,1.4979293803561199e-5
"Jennifer Caputo, Eliza K. Pavalko, Melissa A. Hardy; Midlife Work and Women’s Long-Term Health and Mortality. Demography 1 February 2020; 57 (1): 373–402. doi: https://doi.org/10.1007/s13524-019-00839-6",2,0.7247812227046464
"Jennifer Karas Montez, Anna Zajacova, Mark D. Hayward, Steven H. Woolf, Derek Chapman, Jason Beckfield; Educational Disparities in Adult Mortality Across U.S. States: How Do They Differ, and Have They Changed Since the Mid-1980s?. Demography 1 April 2019; 56 (2): 621–644. doi: https://doi.org/10.1007/s13524-018-0750-z",2,0.20818968587896872
"Jennifer Karas Montez, Mark D. Hayward; Cumulative Childhood Adversity, Educational Attainment, and Active Life Expectancy Among U.S. Adults. Demography 1 April 2014; 51 (2): 413–435. doi: https://doi.org/10.1007/s13524-013-0261-x",2,0.7552793244196405
"Jennifer Karas Montez, Robert A. Hummer, Mark D. Hayward; Educational Attainment and Adult Mortality in the United States: A Systematic Analysis of Functional Form. Demography 1 February 2012; 49 (1): 315–336. doi: https://doi.org/10.1007/s13524-011-0082-8",2,0.1873080965645227
Jennifer Laird; Public Sector Employment Inequality in the United States and the Great Recession. Demography 1 February 2017; 54 (1): 391–411. doi: https://doi.org/10.1007/s13524-016-0532-4,2,1.590972948966918e-5
"Jennifer March Augustine, Daniela V. Negraia; Can Increased Educational Attainment Among Lower-Educated Mothers Reduce Inequalities in Children’s Skill Development?. Demography 1 February 2018; 55 (1): 59–82. doi: https://doi.org/10.1007/s13524-017-0637-4",2,1.3431003285003357e-5
"Jennifer S. Barber, Jennifer Eckerman Yarger, Heather H. Gatny; Black-White Differences in Attitudes Related to Pregnancy Among Young Women. Demography 1 June 2015; 52 (3): 751–786. doi: https://doi.org/10.1007/s13524-015-0391-4",2,1.2282244318667082e-5
"Jennifer S. Barber, Karen Benjamin Guzzo, Jamie Budnick, Yasamin Kusunoki, Sarah R. Hayford, Warren Miller; Black-White Differences in Pregnancy Desire During the Transition to Adulthood. Demography 1 April 2021; 58 (2): 603–630. doi: https://doi.org/10.1215/00703370-8993840",2,1.2913379166096171e-5
"Jennifer S. Barber, Patricia L. East; Children’s Experiences After the Unintended Birth of a Sibling. Demography 1 February 2011; 48 (1): 101–125. doi: https://doi.org/10.1007/s13524-010-0011-2",2,1.4246279145911897e-5
"Jennifer Van Hook, Frank D. Bean, James D. Bachmeier, Catherine Tucker; Recent Trends in Coverage of the Mexican-Born Population of the United States: Results From Applying Multiple Methods Across Time. Demography 1 April 2014; 51 (2): 699–726. doi: https://doi.org/10.1007/s13524-014-0280-2",2,1.4916384305800977e-5
"Jennifer Van Hook, James D. Bachmeier, Donna L. Coffman, Ofer Harel; Can We Spin Straw Into Gold? An Evaluation of Immigrant Legal Status Imputation Approaches. Demography 1 February 2015; 52 (1): 329–354. doi: https://doi.org/10.1007/s13524-014-0358-x",2,0.14032176694377704
Jenny Torssander; From Child to Parent? The Significance of Children’s Education for Their Parents’ Longevity. Demography 1 April 2013; 50 (2): 637–659. doi: https://doi.org/10.1007/s13524-012-0155-3,2,0.0598242363846299
"Jere R. Behrman, Hans-Peter Kohler, Vibeke Myrup Jensen, Dorthe Pedersen, Inge Petersen, Paul Bingley, Kaare Christensen; Does More Schooling Reduce Hospitalization and Delay Mortality? New Evidence Based on Danish Twins. Demography 1 November 2011; 48 (4): 1347–1375. doi: https://doi.org/10.1007/s13524-011-0052-1",2,0.07020834514718546
"Jere R. Behrman, Susan W. Parker; Is Health of the Aging Improved by Conditional Cash Transfer Programs? Evidence From Mexico. Demography 1 August 2013; 50 (4): 1363–1386. doi: https://doi.org/10.1007/s13524-013-0199-z",2,0.5269880004309824
"Jeremy E. Fiel, Yongjun Zhang; Three Dimensions of Change in School Segregation: A Grade-Period-Cohort Analysis. Demography 1 February 2018; 55 (1): 33–58. doi: https://doi.org/10.1007/s13524-017-0632-9",2,1.2700959578146182e-5
Jeremy Pais; Intergenerational Neighborhood Attainment and the Legacy of Racial Residential Segregation: A Causal Mediation Analysis. Demography 1 August 2017; 54 (4): 1221–1250. doi: https://doi.org/10.1007/s13524-017-0597-8,2,1.0251999822797934e-5
Jeremy R. Magruder; Marital Shopping and Epidemic AIDS. Demography 1 November 2011; 48 (4): 1401–1428. doi: https://doi.org/10.1007/s13524-011-0060-1,2,1.1137115809264144e-5
"Jeremy Staff, Jeylan T. Mortimer; Explaining the Motherhood Wage Penalty During the Early Occupational Career. Demography 1 February 2012; 49 (1): 1–21. doi: https://doi.org/10.1007/s13524-011-0068-6",2,0.00941124229128557
"Jessica Houston Su, Rachel Dunifon, Sharon Sassler; Better for Baby? The Retreat From Mid-Pregnancy Marriage and Implications for Parenting and Child Well-being. Demography 1 August 2015; 52 (4): 1167–1194. doi: https://doi.org/10.1007/s13524-015-0410-5",2,1.3540236249902427e-5
"Jessica Nisén, Pekka Martikainen, Jaakko Kaprio, Karri Silventoinen; Educational Differences in Completed Fertility: A Behavioral Genetic Study of Finnish Male and Female Twins. Demography 1 August 2013; 50 (4): 1399–1420. doi: https://doi.org/10.1007/s13524-012-0186-9",2,1.442369993240075e-5
"Jessica Pearlman, Lisa D. Pearce, Dirgha J. Ghimire, Prem Bhandari, Taylor Hargrove; Postmarital Living Arrangements in Historically Patrilocal Settings: Integrating Household Fission and Migration Perspectives. Demography 1 August 2017; 54 (4): 1425–1449. doi: https://doi.org/10.1007/s13524-017-0588-9",2,1.2276583651804171e-5
"Jessica Y. Ho, Irma T. Elo; The Contribution of Smoking to Black-White Differences in U.S. Mortality. Demography 1 April 2013; 50 (2): 545–568. doi: https://doi.org/10.1007/s13524-012-0159-z",2,0.12206583567646176
"Jessica Y. Ho; The Contribution of Drug Overdose to Educational Gradients in Life Expectancy in the United States, 1992–2011. Demography 1 June 2017; 54 (3): 1175–1202. doi: https://doi.org/10.1007/s13524-017-0565-3",2,0.05522393652938603
"Jesús Crespo Cuaresma, Wolfgang Lutz, Warren Sanderson; Is the Demographic Dividend an Education Dividend?. Demography 1 February 2014; 51 (1): 299–315. doi: https://doi.org/10.1007/s13524-013-0245-x",2,2.086275259187824e-5
"Jeylan Erman; Cohort, Policy, and Process: The Implications for Migrant Fertility in West Germany. Demography 1 February 2022; 59 (1): 221–246. doi: https://doi.org/10.1215/00703370-9629146",2,1.1056221781218579e-5
"Jing Li, William H. Dow, Luis Rosero-Bixby; Education Gains Attributable to Fertility Decline: Patterns by Gender, Period, and Country in Latin America and Asia. Demography 1 August 2017; 54 (4): 1353–1373. doi: https://doi.org/10.1007/s13524-017-0585-z",2,1.4185586053927318e-5
"Joan R. Kahn, Frances Goldscheider, Javier García-Manglano; Growing Parental Economic Power in Parent–Adult Child Households: Coresidence and Financial Dependency in the United States, 1960–2010. Demography 1 August 2013; 50 (4): 1449–1475. doi: https://doi.org/10.1007/s13524-013-0196-2",2,0.010213065689300789
Joanna N. Lahey; The Effect of Anti-Abortion Legislation on Nineteenth Century Fertility. Demography 1 June 2014; 51 (3): 939–948. doi: https://doi.org/10.1007/s13524-014-0293-x,2,4.199455605850105e-5
"Joanna R. Pepin, Liana C. Sayer, Lynne M. Casper; Marital Status and Mothers’ Time Use: Childcare, Housework, Leisure, and Sleep. Demography 1 February 2018; 55 (1): 107–133. doi: https://doi.org/10.1007/s13524-018-0647-x",2,0.021879517592833197
"Joanne S. Muller, Nicole Hiekel, Aart C. Liefbroer; The Long-Term Costs of Family Trajectories: Women’s Later-Life Employment and Earnings Across Europe. Demography 1 June 2020; 57 (3): 1007–1034. doi: https://doi.org/10.1007/s13524-020-00874-8",2,1.2376401648972267e-5
"John B. Casterline, Laila O. El-Zeini; Multiple Perspectives on Recent Trends in Unwanted Fertility in Low- and Middle-Income Countries. Demography 1 February 2022; 59 (1): 371–388. doi: https://doi.org/10.1215/00703370-9644472",2,1.7160107781133358e-5
"John C. Henretta, Matthew F. Van Voorhis, Beth J. Soldo; Cohort Differences in Parental Financial Help to Adult Children. Demography 1 August 2018; 55 (4): 1567–1582. doi: https://doi.org/10.1007/s13524-018-0687-2",2,0.09100030179723312
"John D. Iceland, Stephen A. Matthews, Jennifer Van Hook; Co-Editors’ Note. Demography 1 April 2018; 55 (2): 691–692. doi: https://doi.org/10.1007/s13524-018-0659-6",2,3.4230395292201866e-4
"John Iceland, Gregory Sharp, Jeffrey M. Timberlake; Sun Belt Rising: Regional Population Change and the Decline in Black Residential Segregation, 1970–2009. Demography 1 February 2013; 50 (1): 97–123. doi: https://doi.org/10.1007/s13524-012-0136-6",2,1.5684899025941136e-5
John Iceland; Hardship Among Immigrants and the Native-born in the United States. Demography 1 April 2021; 58 (2): 655–684. doi: https://doi.org/10.1215/00703370-8958347,2,0.06703081988998048
"John R. B. Palmer, Thomas J. Espenshade, Frederic Bartumeus, Chang Y. Chung, Necati Ercan Ozgencil, Kathleen Li; New Approaches to Human Mobility: Using Mobile Phones for Demographic Research. Demography 1 June 2013; 50 (3): 1105–1128. doi: https://doi.org/10.1007/s13524-012-0175-z",2,0.05513207457119374
"John R. Hipp; Segregation Through the Lens of Housing Unit Transition: What Roles Do the Prior Residents, the Local Micro-Neighborhood, and the Broader Neighborhood Play?. Demography 1 November 2012; 49 (4): 1285–1306. doi: https://doi.org/10.1007/s13524-012-0121-0",2,1.3516189727402441e-5
"John R. Logan, Hyoung-jin Shin; Birds of a Feather: Social Bases of Neighborhood Formation in Newark, New Jersey, 1880. Demography 1 August 2016; 53 (4): 1085–1108. doi: https://doi.org/10.1007/s13524-016-0487-5",2,1.3796199311034168e-5
"Jona Schellekens, Frans van Poppel; Marital Fertility Decline in the Netherlands: Child Mortality, Real Wages, and Unemployment, 1860–1939. Demography 1 August 2012; 49 (3): 965–988. doi: https://doi.org/10.1007/s13524-012-0112-1",2,1.3991857069209444e-5
"Jonas Helgertz, Tommy Bengtsson; The Long-Lasting Influenza: The Impact of Fetal Stress During the 1918 Influenza Pandemic on Socioeconomic Attainment and Health in Sweden, 1968–2012. Demography 1 August 2019; 56 (4): 1389–1425. doi: https://doi.org/10.1007/s13524-019-00799-x",2,0.02663119719807256
"Jonathan Marc Bearak, Anna Popinchalk, Kristen Lagasse Burke, Selena Anjur-Dietrich; Does the Impact of Motherhood on Women's Employment and Wages Differ for Women Who Plan Their Transition Into Motherhood?. Demography 1 August 2021; 58 (4): 1301–1325. doi: https://doi.org/10.1215/00703370-9295218",2,1.3340199480924747e-5
"Jonathan Vespa, Matthew A. Painter; Cohabitation History, Marriage, and Wealth Accumulation. Demography 1 August 2011; 48 (3): 983–1004. doi: https://doi.org/10.1007/s13524-011-0043-2",2,1.6614261759196685e-5
Jonathan Vespa; Union Formation in Later Life: Economic Determinants of Cohabitation and Remarriage Among Older Adults. Demography 1 August 2012; 49 (3): 1103–1125. doi: https://doi.org/10.1007/s13524-012-0102-3,2,0.057736487673263136
"Joni Hersch, Jennifer Bennett Shinall; Imputation Match Bias in Immigrant Wage Convergence. Demography 1 August 2018; 55 (4): 1475–1485. doi: https://doi.org/10.1007/s13524-018-0686-3",2,4.33617455886271e-5
JooHee Han; Does Skin Tone Matter? Immigrant Mobility in the U.S. Labor Market. Demography 1 April 2020; 57 (2): 705–726. doi: https://doi.org/10.1007/s13524-020-00867-7,2,0.4883363243084886
"Joseph Molitoris, Kieron Barclay, Martin Kolk; When and Where Birth Spacing Matters for Child Survival: An International Comparison Using the DHS. Demography 1 August 2019; 56 (4): 1349–1370. doi: https://doi.org/10.1007/s13524-019-00798-y",2,1.3774796712862518e-5
"Joseph T. Lariscy, Claudia Nau, Glenn Firebaugh, Robert A. Hummer; Hispanic-White Differences in Lifespan Variability in the United States. Demography 1 February 2016; 53 (1): 215–239. doi: https://doi.org/10.1007/s13524-015-0450-x",2,1.3081429737309037e-5
"Joseph T. Lariscy, Robert A. Hummer, Mark D. Hayward; Hispanic Older Adult Mortality in the United States: New Estimates and an Assessment of Factors Shaping the Hispanic Paradox. Demography 1 February 2015; 52 (1): 1–14. doi: https://doi.org/10.1007/s13524-014-0357-y",2,0.0739266589403507
Judith A. Seltzer; Family Change and Changing Family Demography. Demography 1 April 2019; 56 (2): 405–426. doi: https://doi.org/10.1007/s13524-019-00766-6,2,0.03425644301287662
"Juho Härkönen, Hande Kaymakçalan, Pirjo Mäki, Anja Taanila; Prenatal Health, Educational Attainment, and Intergenerational Inequality: The Northern Finland Birth Cohort 1966 Study. Demography 1 May 2012; 49 (2): 525–552. doi: https://doi.org/10.1007/s13524-012-0092-1",2,0.23055566579821035
"Julia A. Behrman, Michelle A. Eilers, Isabel H. McLoughlin Brooks, Abigail Weitzman; International Migration and Modern Contraceptive Use: A Research Note on African Migrants to France. Demography 1 February 2022; 59 (1): 27–36. doi: https://doi.org/10.1215/00703370-9611478",2,3.768708542278442e-5
"Julia Andrea Behrman; Does Schooling Affect Women’s Desired Fertility? Evidence From Malawi, Uganda, and Ethiopia. Demography 1 June 2015; 52 (3): 787–809. doi: https://doi.org/10.1007/s13524-015-0392-3",2,1.3626818262824287e-5
"Julia Behrman, Margaret Frye; Attitudes Toward Intimate Partner Violence in Dyadic Perspective: Evidence From Sub-Saharan Africa. Demography 1 June 2021; 58 (3): 1143–1170. doi: https://doi.org/10.1215/00703370-9115955",2,1.0882326448250829e-5
"Julia Hellstrand, Jessica Nisén, Vitor Miranda, Peter Fallesen, Lars Dommermuth, Mikko Myrskylä; Not Just Later, but Fewer: Novel Trends in Cohort Fertility in the Nordic Countries. Demography 1 August 2021; 58 (4): 1373–1399. doi: https://doi.org/10.1215/00703370-9373618",2,1.1562524939123666e-5
"Júlia Mikolai, Hill Kulu; Divorce, Separation, and Housing Changes: A Multiprocess Analysis of Longitudinal Data from England and Wales. Demography 1 February 2018; 55 (1): 83–106. doi: https://doi.org/10.1007/s13524-017-0640-9",2,1.2992107027720882e-5
"Julie A. Phillips; Factors Associated With Temporal and Spatial Patterns in Suicide Rates Across U.S. States, 1976–2000. Demography 1 April 2013; 50 (2): 591–614. doi: https://doi.org/10.1007/s13524-012-0176-y",2,0.014104214412862597
"Juliet Stone, Ann Berrington, Jane Falkingham; Gender, Turning Points, and Boomerangs: Returning Home in Young Adulthood in Great Britain. Demography 1 February 2014; 51 (1): 257–276. doi: https://doi.org/10.1007/s13524-013-0247-8",2,1.8649867726145878e-5
Julio Cáceres-Delpiano; Can We Still Learn Something From the Relationship Between Fertility and Mother’s Employment? Evidence From Developing Countries. Demography 1 February 2012; 49 (1): 151–174. doi: https://doi.org/10.1007/s13524-011-0076-6,2,1.421207566921538e-5
Jürgen Maurer; Education and Male-Female Differences in Later-Life Cognition: International Evidence From Latin America and the Caribbean. Demography 1 August 2011; 48 (3): 915–930. doi: https://doi.org/10.1007/s13524-011-0048-x,2,0.40465660628636824
"Kanika Arora, Douglas A. Wolf; Is There a Trade-off Between Parent Care and Self-care?. Demography 1 August 2014; 51 (4): 1251–1270. doi: https://doi.org/10.1007/s13524-014-0309-6",2,0.5735706971850069
"Kara Joyner, H. Elizabeth Peters, Kathryn Hynes, Asia Sikora, Jamie Rubenstein Taber, Michael S. Rendall; The Quality of Male Fertility Data in Major U.S. Surveys. Demography 1 February 2012; 49 (1): 101–124. doi: https://doi.org/10.1007/s13524-011-0073-9",2,1.3951552112167399e-5
